회사명,면접질문,면접답변 혹은 면접느낌,subjects
(주)커넥트웨이브,"['진행한 프로젝트 중 제일 생각나는 프로젝트는 무엇이며 왜 그렇게 생각하는지 질문', '채용방식', '필기시험, 그룹면접', '발표시기', '15일 후', '""필기시험후 시험문제 및 기술면접으로 면접을 진행합니다.""', '합격', '보통', '도움이 돼요 0']",,{}
(주)커넥트웨이브,"['어떤기술들을 사용해서 무엇을 만들어봤습니까 여러개가있다면 가장 기억에남는 프로젝트를 골라 설', '명하세요']",,{}
(주)커넥트웨이브,['어떤걸 개발해보았고 거기서 느낀점은무엇인가?그리고 배웠던것과 어떤 기술을사용해보았나'],"대학교때 졸업작품으로 프로젝트를진행했는데 여러가지로 배울게많았다 채용방식 필기시험, 개인면접",{}
(주)커넥트웨이브,['대학 성적이 좋지는 않은 편인데 이유는?'],"정신을 못차려서 공부를 안했다라고 한 듯. 나쁘게 말한 게 아니라 멋쩍은 듯 솔직하게 말했음. 채용방식 스킬테스트, 그룹면접",{}
(주)커넥트웨이브,"['자기소개, 기본 IT관련 지식에 대한 질문을 많이하고 그외 경력 중 특이한 부분에 대해 질문함']","입사 포부나 기본지식에 대해 아는 것 최대한 대답 채용방식 필기시험, 그룹면접",{}
(주)커넥트웨이브,['독서를 하십니까? 독서를 안하시는 것 같습니다.'],"대채적으로 면접이 자유로워 쉬웠다. 채용방식 필기시험, 그룹면접",{}
(주)커넥트웨이브,"['온라인 커머스 분야이다보니 이쪽 시장에 대한 이해도에 대한 질문이 많음. 깊게 파고 들어가서 본인의', '경험까지 이끌어내는 경우가 많음', '채용방식', '토론면접, 개인면접', '발표시기', '2일 후', '""신입 면접 시 보통 당일에 1-2차 나눠서 진행. 포지션마다 면접 형태는 다르지만 보', '통은 1차 그룹, 2차 본부장/팀장 면접으로 중점적으로 보는 것은 퇴사 안하고 오래', '다닐 수 있는지, 적성 여부 파악이 주안점임', '면접비 지급""', '합격', '보통', '도움이 돼요 0']",,{}
티몬,"['주로 무슨 업무를 했나?', '본인이 이 프로젝트에서 어떤 점을 기여하였나?', '본인의 성과가 어느정도 인가?']",단조로운 면접이라 무난하게 진행됨 채용방식 개인면접,{}
티몬,"['마지막에 본인 성격이 어떤지도 물어봤었음', '분야에 대해 많이 알길']",면접은 평이했고 잘 알기만 하면 아주 무난한 면접이었음 아 채용방식 개인면접,{}
티몬,['미래의 나의 모습은 어떠할지 그 미래를 대비해 무엇을 하고있는지?'],미래엔 더 성장해있을 것 같다. 편안한 분위기의 면접이라 좋았었습니다 채용방식 개인면접,{}
티몬,"['면접본지 오래돼서 자세히 기억은 안나는데 대부분 프로젝트 질문 후 그에 관련된 기술 질문이엇습니', '다']",면접자체는 좋았으나 크게 어렵지 않았습니다. 분위기도 좋았고 괜찮았던 기억이 있습니다 합격 보통 도움이 돼요 0,{}
티몬,"['아키텍터의 원리를 물어보는 질문과', '기본 사양을 물어보는 질문이 많았음']","긍적적으로 봐주셨고 쉬운질문 부터 물어봐서 긴장을 풀어줄려는게 느껴졌음 채용방식 스킬테스트, 개인면접 ""여러가지 기본 아키텍쳐나 언어별 질문거리를 잘문해주었음"" 합격 긍정적 도움이 돼요 1",{}
티몬,['늘 그렇지만 이탈자가 많았던 시기의 면접이라 그런지 뭔가 좀 어수선했음. 2차 인사팀? 쪽 면접관님은'],,{}
티몬,['팀장이 묻는 질문들은 다 난해한 질문 위주였음. 평범한 업무적인것에 물어봤으면..'],"팀장이 꼰대다. 비교적 젊은 나이인 팀장과 팀원들로 보였지만 질문자체가 고인물 질문 ""실무자 면접 중심으로 얘기하자면 팀장이랑 팀원이 들어와서 보고 곤란한 상황에 처했을때 극복방법에 대해 물어본다. 왜 저딴걸 물어보나 싶은 질문의 요지를 파악 하기 어려움"" 합격 부정적 도움이 돼요 0",{}
티몬,['자기개발을 위해 노력하고 있는게 있는지? 있다면 최근에 기억남는 주제에 대해 설명해주세요'],편안한 분위기에서 진행 채용방식 개인면접,{}
티몬,"['지원 이유 , 연봉에 대한 생각, 인생살아오며 가장힘들었던점']",보통이다,{}
티몬,['전반적인 직무 관련 질문이 많았고 입사 후 역량을 어떻게 펼칠 수 있을지에 대해 많이 물어봤습니다.'],기술 면접은 아는대로 얘기하면 무난하게 통과할 수 있고 입사 후 포부는 준비했던대로 입사하게 된다 면 하고 싶은 것들을 열심히 어필했습니다. 2차 경영진 면접때는 사실 답변보단 면접관의 얘기를 듣는 편이여서 어렵지 않았고 3차 인사 면접은 거의 자소서 팩트체크 형식으로 진행됐습니다. 채용방식 개인면접,{}
티몬,"['기술적인 질문과 티몬에서 바라는점, 혹은 개발자로서 원하는 점']",기술적인 질문은 정확한 답이라기보단 흥미를 갖고 공부했는지가 중요,{}
티몬,['대부분 진행한 프로젝트에 대한 질문과 개발에 필요한 지식들을 위주로 질문하였습니다.'],최대한 편안한 분위기를 만들어서 면접자을 배려하였습니다.,{}
티몬,"['기술적으로는 기초적인부분을 많이 물어보셨고', '경력면접이였어서 이전 회사에대한 업무나 경험에 대해서 많이 질문해주셨습니다.']","회사에서 잘 해낸일들을 부각시켜 대답하였고 질문들이 대부분 무난하고 어렵지않았습니다. 채용방식 스킬테스트, 개인면접",{}
티몬,['인사면접에서 친구들에게 나는 어떻게 불리는지에 대한 질문'],"인사면접시 학창시절부터 현재까지 모습에 대한 내용이 대부분이였고 은근히 어려웠음 채용방식 스킬테스트, 케이스 면접, 개인면접",{}
티몬,"['이직하려는 사유, 티몬 사용 경험 + 티몬에 대한 생각, 기술관련 경험여부']","과제는 그냥 기본적인 것, 질문도 이력서 기반이라 어렵지는 않고 기술관련해서 말을 하면 그에 대해 추 가 질문이 이어짐. 채용방식 스킬테스트, 개인면접",{}
티몬,['직무관련하여 본인의 실력이 어느정도 되는지 물어봤음. 그거 말고는 기억이…'],"적당하다고 표현하였고 분위기 자체는 나쁘지 않고 화기애애 했음 ""자기소개 및 지원동기 직무관련 질문을 했으며 무난하고 면접관 친절함"" 합격 긍정적 도움이 돼요 1",{}
티몬,"['스프링 없이 개발을 한다면', '전반적으로 평이한 전공 질문']","면접관들이 친절했고 면접자를 독려해줌 아 물론 그분들은 퇴사함 ""코테 + 1차2차 두번 나눠 진행 자바 스프링 디비 등 기본지식 및 인성질문"" 합격 긍정적 도움이 돼요 0",{}
티몬,"['입사후 예상과 다른 업무를 하게 된다면 어떻게 할 것인지', '본인/전 직장 동료들이 평가한 본인의 장점과 단점']",기술면접은 꽤 난이도가 있다고 느껴졌으며 인사면접은 뭘 이런걸 물어보지? 싶은 질문들이 다수 채용방식 스킬테스트,{}
티몬,"['이직하는 이유, 업무 진행 능력, 기획 능력, 티몬의 중요 인재상']",옆집 아저씨랑 얘기하듯이 편안했습니다.,{}
티몬,"['그냥 생각외로 진짜 기본적인 질문들로만 이루어짐', '인사면접은 그냥 형식적']","기본만 알고가시면 됩니다. ""서류와 면접2번 레퍼런스 쳌은 없었다."" 합격 보통 도움이 돼요 0",{}
티몬,['이력서에 나와 있는 프로젝트 관련 내용 위주로 질문'],"면접 분위기는 나쁘지 않음 ""코딩테스트, 1, 2차 면접 순으로 진행 1차 면접은 경력 위주 질문과 몇 가지 기술 관련하여 질문 2차 면접은 조직장 면접인 거 같음"" 합격 보통 도움이 돼요 0",{}
티몬,"['1.정말 기본적인건데~~~', '2.정말 기본적인건데~~~', '3.정말 기본적인건데~~']","기본적으로 경력직이라면 대답할수있는 지식을 물어봄. 채용방식 스킬테스트, 케이스 면접",{}
티몬,"['QA와 테스터의 차이, 기억에 남는 에피소드, 티몬앱을 어떻게생각하는지']",세명이 면접관으로 들어왔는데 굉장히 딱딱한 느낌의 면접 채용방식 필기시험,{}
티몬,"['php 할줄 아세요,?', 'ejb에 대한 설명해보세요.????']","무례함. 정말 무례하세요... 채용방식 스킬테스트, 개인면접",{}
티몬,['지금까지 일해왔던 방향과는 많이 다른데 자신이 있는지?'],혼자 스스로 공부해왔던것에 자신이 있었고 금방 적응할거라 답변,{}
티몬,"['1. 자기소개', '2. 해당 직종이 되기 위해 노력한것은?', '3. 궁금한것이 있는지']","딱히 느낀점은 없음. 채용방식 케이스 면접 ""첫면접이라 조금 걱정됬음. 분위기는 여타 회사의 면접과 비슷한 수준."" 불합격 보통 도움이 돼요 1",{}
티몬,['어떤 상황에서는 어떻게 할 것인가 등의 상황에 대한 질문을 많이 하셨습니다'],"떨렸지만 성실히 답했습니다. 좋게 봐주신거 같습니다 감사합니다 채용방식 필기시험, 개인면접, 기타",{}
티몬,"['직무 관련 기술 질문, 왜 퇴사하고 이직하려고 하는가, 어떤 프로젝트가 가장 기억에 남고 그 이유는?']",아는 한도 내에서 기술 답변을 함 / 서비스를 하는 회사로 이직하고 싶었다 / 솔직하게 마음에 들었던 프로젝트를 선택하고 이유를 얘기함 채용방식 개인면접,{}
티몬,"['서드아이 면접시', '그런거 말고 진짜 왜 지원했느냐?', '어떤식으로 회사에 기여를 할 수 있느냐?', '윗사람이 잘못된 업무를 시키면 어떻게 할 것인가?']","기술면접은 정말 기본적인 기술 면접이었음. 내 이력 및 지원한 직무 특성상 그랬을 수 있음 이전 CTO있을 때는 정말 헬이었다고 했음 ""원티드에서 서류접수 메일로 자사 홈페이지를 통해 지원해달라는 요청을 받음 간단한 코딩테스트 후 면접 통보를 받음. - 정말 간단한 코딩 2개 였으나 30분이 주어져 엉망으로 했던걸로 기억 1차 면접은 팀장면접 - 이력 및 기술에 대해서 물어보는 면접 - 팀장님에 따라 다를 듯 2차 면접 실장급 면접 - 당시 실장급들이 질문하는데 크게 관심이 없어보였음. (현재 다 퇴사하심) 3차 면접 서드아이 - 현재는 없어지고 인성면접으로 변경되었음 - 그냥 정말 편안히 볼수 있는 인성면접이라는데 나는 열심히 했던 기억이.... 내가 볼때와 지금은 시스템과 사람이 달라서 어떨지 모르겠음. 현 팀의 팀장님은 기술보다는 면접태도를 더 우선시함. 대부분 팀장면접 합격하면 거의 합격할듯"" (주)액션파워 Back-end Engineer (경력 5년 이상) 4 ~ 15년, node.js, Docker, Kubernetes, firebase 합격보상 200만원  (주)자비스앤빌런즈 [대규모 채용] Backend Engineer 3 ~ 20년, java, Spring 합격보상 100만원  라이언앤 [경력] J 근제 도 3 ~ 5년, ja 액 3000억원 이상 모트렉스(주) 포지션 30개 채용 중 2 코이즈(주) - 기업 랭킹 채용 뉴스 연봉 이직 뽐뿌 오는 날 5분 완성, 1년 간 기업정보가 무료!    제휴 대학 서비스  면접결과 면접경험 신고하기 현재는 사람이 많이 없어 태도가 좋고 기본지식을 잘 얘기하면 대부분 합격할 수도있음 채용방식 스킬테스트, 개인면접, 기타",{}
티몬,"['1. 기술면접', '2. 살면서 가장 힘들었던일?', '3. 자신의 성격에 대한 장점과 단점은?']",면접자들에 대해 귀기울이고 좋은태도로 봐주셨습니다. 좋았어요.,{}
티몬,"['1. 지원동기', '2. 티몬앱 사용여부', '3. 티몬앱 개선사항']","1. 면접관 입장에서 면접보는 사람의 생각을 파악하는데 초점이 되어야 된다고 봅니다. 주어진 질문에 답변을 했을 때 답변이 마음에 들지 않으면 맞고 틀림에 대해 꼬투리를 잡던 부분이 매우 불쾌했습니다. 2. 면접관의 듣는 태도가 사람을 무시하는 듯한(비웃는) 모습이 비춰져서 면접을 보는 내내 기분이 좋 지 않았던 걸로 기억합니다. 3. 면접관분들이 면접을 진행함에 있어, 다소 감정적이며, 면접 보는 스킬이 부족해 보였습니다. [바라는 점] 1. 면접 진행 시 면접관분들도 간단한 본인 소개 부탁드립니다. 2. 다음부터는 침착하게 면접에 응해주셨으면 합니다. 3. 면접관은 면접자가 최대한 편하게 면접을 볼 수 있게 해주셨으면 합니다. ""1.(2:1) 실무자 면접 진행 2. 직무테스트 진행 3. 직무테스트 설명 4. 그외 질문&답변"" 대기중 부정적 도움이 돼요 0",{}
티몬,['2차 면접 인사담당자와의 면접때 회사를 오래다닐수있는지에 대한 질문'],실무담당자들은 업무스킬보다는 힘들어도 버틸수있는지에 대한걸 중점적으로 보는듯함. 인사담당자 본인조차 회사의 부조리함에도 아무말없이 다닐수 있는사람을 원하는듯함. 채용방식 개인면접,{}
